ID,category,name,price,link,brand,warranty,chipset_brand,series,Tên,Part-number,chipset,vram,Series,GPU clock,pci_interface,Số lượng đơn vị xử lý,Cổng kết nối,Tản nhiệt,Đầu cấp nguồn,tdp,VR,Kích thước,Đèn LED,Multi-GPU,Mô tả bảo hành,vram_gb,tdp_w,gpu_tier
vga_100,VGA,Card màn hình MSI GeForce RTX 5060 8G GAMING OC (8GB GDDR7),12390000,https://phongvu.vn/card-man-hinh-msi-geforce-rtx-5060-8g-gaming-oc--s250509467,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5060 8G GAMING OC,,GeForce RTX 5060,8GB  GDDR7 ( 28Gbps / 128-bit ),GAMING,Extreme Performance: 2640 MHz (MSI Center) -  Boost: 2625 MHz,PCI-E 5.0 x16,3840  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,550W,,248 x 135 x 41 mm,,,,8.0,550.0,mid
vga_101,VGA,Card màn hình Asus TUF Gaming GeForce RTX™ 5060 Ti 8GB GDDR7 OC Edition 8GB GDDR7 (90YV0MR0-M0NA00),16490000,https://phongvu.vn/card-man-hinh-vga-asus-tuf-gaming-geforce-rtxtm-5060-ti-8gb-gddr7-oc-edition--s250509152,Asus,36 tháng,NVIDIA,GeForce RTX 50 series,TUF Gaming GeForce RTX™ 5060 Ti 8GB GDDR7 OC Edition,90YV0MR0-M0NA00,GeForce RTX 5060Ti,8GB  GDDR7 ( 28Gbps / 128-bit ),TUF,OC mode: 2692MHz -  Default mode: 2662MHz (Boost Clock),PCI-E 5.0,4608  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,550W,,302 x 133.5 x 62mm,,,,8.0,550.0,mid-high
vga_102,VGA,Card màn hình ASUS TUF GeForce RTX™ 5060 8GB GDDR7 OC Edition (90YV0N00-M0NA00),13190000,https://phongvu.vn/card-man-hinh-asus-tuf-geforce-rtxtm-5060-8gb-gddr7-oc-edition--s250509156,Asus,36 tháng,NVIDIA,GeForce RTX 50 series,TUF GeForce RTX™ 5060 8GB GDDR7 OC Edition,90YV0N00-M0NA00,GeForce RTX 5060,8GB  GDDR7 ( 28Gbps / 128-bit ),TUF,OC mode: 2677MHz -  Default mode: 2640MHz (Boost Clock),PCI-E 5.0,3840  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 8-pin,550W,,302 x 133.5 x 62mm,,,,8.0,550.0,mid
vga_103,VGA,Card màn hình Asus PRIME GeForce RTX™ 5060 Ti 16GB GDDR7 16GB GDDR7 (90YV0MH3-M0NA00),16790000,https://phongvu.vn/card-man-hinh-vga-asus-prime-geforce-rtxtm-5060-ti-16gb-gddr7--s250509145,Asus,36 tháng,NVIDIA,GeForce RTX 50 series,PRIME GeForce RTX™ 5060 Ti 16GB GDDR7,90YV0MH3-M0NA00,GeForce RTX 5060Ti,16GB  GDDR7 ( 28Gbps / 128-bit ),Prime,OC mode: 2602 MHz -  Default mode: 2572 MHz(Boost clock),PCI-E 5.0,4608  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 8-pin,550W,,304 x 120 x 50mm,,,,16.0,550.0,mid-high
vga_104,VGA,Card màn hình Asus PRIME GeForce RTX™ 5060 OC Edition 8GB GDDR7 (90YV0N10-M0NA00),12290000,https://phongvu.vn/card-man-hinh-asus-prime-geforce-rtx-5060-8gb-gddr7-oc-edition--s250509149,Asus,36 tháng,NVIDIA,GeForce RTX 50 series,PRIME GeForce RTX™ 5060 OC Edition,90YV0N10-M0NA00,GeForce RTX 5060,8GB  GDDR7 ( 28Gbps / 128-bit ),Prime,OC mode: 2595MHz -  Default mode: 2565MHz (Boost Clock),PCI-E 5.0,3840  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 8-pin,550W,,268.3 x 120 x 50 mm,,,,8.0,550.0,mid
vga_105,VGA,Card màn hình Gigabyte RTX 5060 WINDFORCE 8G 8GB GDDR7 (GV-N5060WF2-8GD),10990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtxtm-5060-windforce-8g--s250508158,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5060 WINDFORCE 8G,GV-N5060WF2-8GD,GeForce RTX 5060,8GB  GDDR7 ( 28 Gbps / 128-bit ),WindForce,Core Clock: 2497MHz,PCI-E 5.0,3840  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,450W,không hỗ trợ,199 x 116 x 40 mm,,,,8.0,450.0,mid
vga_106,VGA,Card màn hình Gigabyte RTX™ 5060 AERO OC 8G 8GB GDDR7 (GV-N5060AERO OC-8GD),11590000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtxtm-5060-aero-oc-8g--s250508152,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,RTX™ 5060 AERO OC 8G,GV-N5060AERO OC-8GD,GeForce RTX 5060,8GB  GDDR7 ( 28 Gbps / 128-bit ),AERO,Core Clock: 2595 MHz (Reference card : 2497MHz),PCI-E 5.0,3840  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 8-pin,500W,không hỗ trợ,281 x 117 x 40 mm,,,,8.0,500.0,mid
vga_107,VGA,Card màn hình Gigabyte RTX™ 5060 EAGLE OC 8G (GV-N5060EAGLE OC-8GD),11290000,https://phongvu.vn/card-man-hinh-gigabyte-geforce-rtx-5060-eagle-oc-8g--s250508153,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,RTX™ 5060 EAGLE OC 8G,GV-N5060EAGLE OC-8GD,GeForce RTX 5060,8GB  GDDR7 ( 28 Gbps / 128-bit ),EAGLE,Core Clock: 2550 MHz (Reference card : 2497MHz),PCI-E 5.0,3840  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,450W,không hỗ trợ,208 x 120 x 40 mm,,,,8.0,450.0,mid
vga_108,VGA,Card màn hình Gigabyte RTX™ 5060 EAGLE OC ICE 8G (GV-N5060EAGLEOC ICE-8GD),11990000,https://phongvu.vn/card-man-hinh-gigabyte-geforce-rtx-5060-eagle-oc-ice-8g--s250508154,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,RTX™ 5060 EAGLE OC ICE 8G,GV-N5060EAGLEOC ICE-8GD,GeForce RTX 5060,8GB  GDDR7 ( 28 Gbps / 128-bit ),EAGLE,Core Clock: 2550 MHz (Reference card : 2497MHz),PCI-E 5.0,3840  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,450W,không hỗ trợ,208 x 120 x 40 mm,,,,8.0,450.0,mid
vga_109,VGA,Card màn hình Gigabyte AORUS GeForce RTX™ 5060 ELITE 8G 8GB GDDR7 (GV-N5060AORUS E-8GD),11890000,https://phongvu.vn/card-man-hinh-vga-gigabyte-aorus-geforce-rtxtm-5060-elite-8g--s250508156,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,AORUS GeForce RTX™ 5060 ELITE 8G,GV-N5060AORUS E-8GD,GeForce RTX 5060,8GB  GDDR7 ( 28 Gbps / 128-bit ),AORUS,Core Clock: 2722 MHz (Reference card : 2497MHz),PCI-E 5.0,3840  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 8-pin,500W,không hỗ trợ,329 x 128 x 40 mm,RGB,,Bảo hành 48 tháng - cần đăng kí online,8.0,500.0,mid
vga_110,VGA,Card màn hình Gigabyte GeForce RTX™ 5070 Ti WINDFORCE OC SFF 16G 16GB GDDR7 (GV-N507TWF3OC-16GD),32390000,https://phongvu.vn/vga-gigabyte-geforce-rtxtm-5070-ti-windforce-oc-sff-16g-gv-n507twf3oc-16gd--s250504127,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX™ 5070 Ti WINDFORCE OC SFF 16G,GV-N507TWF3OC-16GD,GeForce RTX 5070Ti,16GB  GDDR7 ( 28Gbps / 256-bit ),WindForce,2497 MHz (Reference: 2452 MHz),PCI-E 5.0,8960  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,750W,,304 x 126 x 50 mm,Không,,,16.0,750.0,high
vga_111,VGA,Card màn hình Msi RTX 5060 Ti 8G VENTUS 2X PLUS 8GB GDDR7 (G506T-8V2P),12990000,https://phongvu.vn/vga-msi-rtx-5060-ti-8g-ventus-2x-plus--s250501600,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5060 Ti 8G VENTUS 2X PLUS,G506T-8V2P,GeForce RTX 5060Ti,8GB  GDDR7 ( 28 Gbps / 128-bit ),VENTUS,Extreme Performance: 2587 MHz (MSI Center) Boost: 2572 MHz,PCI-E 5.0 x16,4608  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,600W,không hỗ trợ,227 x 127 x 41 mm,,,,8.0,600.0,mid-high
vga_112,VGA,Card màn hình Msi RTX 5060 Ti 8G INSPIRE 2X OC 8GB GDDR7 (G506T-8I2C),14990000,https://phongvu.vn/card-man-hinh-vga-msi-geforce-rtx-5060-ti-8g-inspire-2x-oc--s250415874,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5060 Ti 8G INSPIRE 2X OC,G506T-8I2C,GeForce RTX 5060Ti,8GB  GDDR7 ( 28 Gbps / 128-bit ),INSPIRE,Extreme Performance: 2632 MHz (MSI Center) Boost: 2617 MHz,PCI-E 5.0,4608  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,600W,không hỗ trợ,204 x 117 x 50 mm,,,,8.0,600.0,mid-high
vga_113,VGA,Card màn hình Msi RTX 5060 Ti 8G VENTUS 2X OC PLUS 8GB GDDR7 (G506T-8V2CP),14590000,https://phongvu.vn/vga-msi-geforce-rtx-5060-ti-8g-ventus-2x-oc-plus--s250415875,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5060 Ti 8G VENTUS 2X OC PLUS,G506T-8V2CP,GeForce RTX 5060Ti,8GB  GDDR7 ( 28 Gbps / 128-bit ),VENTUS,Extreme Performance: 2617 MHz (MSI Center) Boost: 2602 MHz,PCI-E 5.0,4608  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 8-pin,600W,không hỗ trợ,227 x 127 x 41 mm,,,,8.0,600.0,mid-high
vga_114,VGA,Card màn hình Msi GeForce RTX 5060 Ti 16G GAMING TRIO OC 16GB GDDR7,19990000,https://phongvu.vn/vga-msi-geforce-rtx-5060-ti-16g-gaming-trio-oc--s250415876,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5060 Ti 16G GAMING TRIO OC,,GeForce RTX 5060Ti,16GB  GDDR7 ( 28 Gbps / 128-bit ),TRIO,Extreme Performance: 2662 MHz (MSI Center) -  Boost: 2647 MHz,PCI-E 5.0,4608  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,600W,không hỗ trợ,300 x 125 x 44 mm,RGB,,,16.0,600.0,mid-high
vga_115,VGA,Card màn hình Msi RTX 5060 Ti 16G VENTUS 2X PLUS 16GB GDDR7,18990000,https://phongvu.vn/vga-msi-geforce-rtx-5060-ti-16g-ventus-2x-plus--s250415877,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5060 Ti 16G VENTUS 2X PLUS,,GeForce RTX 5060Ti,16GB  GDDR7 ( 28 Gbps / 128-bit ),VENTUS,Extreme Performance: 2587 MHz (MSI Center) Boost: 2572 MHz,PCI-E 5.0,4608  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,600W,không hỗ trợ,227 x 127 x 41 mm,,,,16.0,600.0,mid-high
vga_116,VGA,Card màn hình Asus Dual GeForce RTX 5060 Ti 8GB GDDR7 OC Edition 16GB GDDR7 (90YV0MP2-M0NA00),14390000,https://phongvu.vn/vga-asus-dual-geforce-rtx-5060-ti-8gb-gddr7-oc-edition--s250412004,Asus,36 tháng,NVIDIA,GeForce RTX 50 series,Dual GeForce RTX 5060 Ti 8GB GDDR7 OC Edition,90YV0MP2-M0NA00,GeForce RTX 5060Ti,16GB  GDDR7 ( 28 Gbps / 128-bit ),DUAL,OC mode: 2632MHz -  Default mode: 2602MHz (Boost Clock),PCI-E 5.0,4608  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,550W,,229 x 120 x 50 mm,Không,,,16.0,550.0,mid-high
vga_117,VGA,Card màn hình Msi RTX 5090 32G SUPRIM LIQUID SOC 32GB GDDR7 (912-V530-025),126900000,https://phongvu.vn/vga-msi-rtx-5090-32g-suprim-liquid-soc--s250411794,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5090 32G SUPRIM LIQUID SOC,912-V530-025,GeForce RTX 5090,32GB  GDDR7 ( 28 Gbps / 512-bit ),SUPRIM,Gaming Mode: -  Extreme Performance: 2580 MHz (MSI Center) Boost: 2565 MHz -  Silent Mode: -  Extreme Performance: 2527 MHz (MSI Center) Boost: 2512 MHz,PCI-E 5.0 x16,21760  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,1000W,,280 x 148 x 51mm,Có,,,32.0,1000.0,high
vga_118,VGA,Card màn hình Gigabyte GeForce RTX 5060 Ti AERO OC 16G 16GB GDDR7 (GV-N506TAERO OC-16GD),20990000,https://phongvu.vn/vga-gigabyte-geforce-rtx-5060-ti-aero-oc-16g-gv-n506taero-oc-16gd--s250411148,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5060 Ti AERO OC 16G,GV-N506TAERO OC-16GD,GeForce RTX 5060Ti,16GB  GDDR7 ( 2647 MHz (Reference card :2572 MHz) / 128-bit ),AERO,28 Gbps,PCI-E 5.0,CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,,650W,,281 x 117 x 40 mm,,,,16.0,650.0,mid-high
vga_119,VGA,Card màn hình Gigabyte GeForce RTX 5060 Ti EAGLE OC 16G 16GB GDDR7 (GV-N506TEAGLE OC-16GD),18990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-5060-ti-eagle-oc-16g-gv-n506teagle-oc-16gd--s250411150,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5060 Ti EAGLE OC 16G,GV-N506TEAGLE OC-16GD,GeForce RTX 5060Ti,16GB  GDDR7 ( 28 Gbps / 128-bit ),EAGLE,Core Clock 2617 MHz (Reference card :2572 MHz),PCI-E 5.0,CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,,650W,không hỗ trợ,215 x 122 x 40 mm,,,,16.0,650.0,mid-high
vga_120,VGA,Card màn hình Gigabyte AORUS GeForce RTX 5060 Ti ELITE 16G 16GB GDDR7 (GV-N506TAORUS E-16GD),21990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-aorus-geforce-rtx-5060-ti-elite-16g-gv-n506taorus-e-16gd--s250411151,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,AORUS GeForce RTX 5060 Ti ELITE 16G,GV-N506TAORUS E-16GD,GeForce RTX 5060Ti,16GB  GDDR7 ( 28 Gbps / 128-bit ),AORUS,2722 MHz (Reference card :2572 MHz),PCI-E 5.0,CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b , 3 x VGA/D-sub",Tản nhiệt 3 quạt,1 x 8-pin,650W,,329 x 128 x 41 mm,RGB,,,16.0,650.0,mid-high
vga_121,VGA,Card màn hình Gigabyte GeForce RTX 5060 Ti WINDFORCE 16G 16GB GDDR7 (GV-N506TWF2-16GD),17990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-5060-ti-windforce-16g-gv-n506twf2-16gd--s250411145,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5060 Ti WINDFORCE 16G,GV-N506TWF2-16GD,GeForce RTX 5060Ti,16GB  GDDR7 ( 28 Gbps / 128-bit ),WindForce,Core Clock: 2572 MHz,PCI-E 5.0,CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,650W,không hỗ trợ,208 x 120 x 40 mm,,,,16.0,650.0,mid-high
vga_122,VGA,Card màn hình Gigabyte GeForce RTX 5060 Ti GAMING OC 16G 16GB GDDR7 (GV-N506TGAMING OC-16GD),19990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-5060-ti-gaming-oc-16g-gv-n506tgaming-oc-16gd--s250411146,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5060 Ti GAMING OC 16G,GV-N506TGAMING OC-16GD,GeForce RTX 5060Ti,16GB  GDDR7 ( 28 Gbps / 128-bit ),GAMING,2647 MHz (Reference card :2572 MHz),PCI-E 5.0,CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 8-pin,650W,,281 x 119 x 40 mm,,,,16.0,650.0,mid-high
vga_123,VGA,Card màn hình Gigabyte GeForce RTX 5060 Ti EAGLE OC ICE 16G 16GB GDDR7 (GV-N506TEAGLEOC ICE-16GD),18990000,https://phongvu.vn/vga-gigabyte-geforce-rtx-5060-ti-eagle-oc-ice-16g-gv-n506teagleoc-ice-16gd--s250411147,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5060 Ti EAGLE OC ICE 16G,GV-N506TEAGLEOC ICE-16GD,GeForce RTX 5060Ti,16GB  GDDR7 ( 28 Gbps / 128-bit ),EAGLE,28 Gbps,PCI-E 5.0,CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,650W,,215 x 122 x 40 mm,,,,16.0,650.0,mid-high
vga_124,VGA,Card màn hình Msi RTX 5090 32G SUPRIM SOC 32GB GDDR7,129900000,https://phongvu.vn/card-man-hinh-vga-msi-rtx-5090-32g-suprim-soc--s250309480,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5090 32G SUPRIM SOC,,GeForce RTX 5090,32GB  GDDR7 ( 28 Gbps / 512-bit ),SUPRIM,- Gaming Mode: Extreme Performance: 2580 MHz (MSI Center) - Boost: 2565 MHz -  Silent Mode: Extreme Performance: 2527 MHz (MSI Center) - Boost: 2512 MHz,PCI-E 5.0 x16,21760  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,1000W,không hỗ trợ,359 x 150 x 76 mm,,,,32.0,1000.0,high
vga_125,VGA,Card màn hình Msi RTX 5090 32G VENTUS 3X OC 32GB GDDR7,112900000,https://phongvu.vn/card-man-hinh-vga-msi-rtx-5090-32g-ventus-3x-oc--s250309481,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5090 32G VENTUS 3X OC,,GeForce RTX 5090,32GB  GDDR7 ( 28 Gbps / 512-bit ),VENTUS,Extreme Performance: 2452 MHz (MSI Center) - Boost: 2437 MHz,PCI-E 5.0,21760  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,1000W,không hỗ trợ,325 x 139 x 67 mm,,,,32.0,1000.0,high
vga_126,VGA,Card màn hình MSI RTX 5070 12G INSPIRE 3X OC 12GB GDDR7,22590000,https://phongvu.vn/card-man-hinh-vga-msi-rtx-5070-12g-inspire-3x-oc--s250301755,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5070 12G INSPIRE 3X OC,,GeForce RTX 5070,12GB  GDDR7 ( 28 Gbps / 192-bit ),INSPIRE,Extreme Performance: 2557 MHz (MSI Center) -  Boost: 2542 MHz,PCI-E 5.0,6144  CUDA cores,"1 x HDMI , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,650W,không hỗ trợ,288 x 112 x 50 mm,,,,12.0,650.0,mid-high
vga_127,VGA,Card màn hình Msi RTX 5070 12G GAMING TRIO OC WHITE 12GB GDDR7,23590000,https://phongvu.vn/card-man-hinh-vga-msi-rtx-5070-12g-gaming-trio-oc-white--s250301756,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5070 12G GAMING TRIO OC WHITE,,GeForce RTX 5070,12GB  GDDR7 ( 28 Gbps / 192-bit ),TRIO,Extreme Performance: 2625 MHz (MSI Center) -  Boost: 2610 MHz,PCI-E 5.0,6144  CUDA cores,"1 x HDMI , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,650W,không hỗ trợ,338 x 140 x 50 mm,Có,,,12.0,650.0,mid-high
vga_128,VGA,Card màn hình Msi RTX 5070 12G VANGUARD SOC 12GB GDDR7,22990000,https://phongvu.vn/card-man-hinh-vga-msi-rtx-5070-12g-vanguard-soc--s250301748,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5070 12G VANGUARD SOC,,GeForce RTX 5070,12GB  GDDR7 ( 28 Gbps / 192-bit ),Vanguard,Extreme Performance: 2655 MHz (MSI Center) -  Boost: 2640 MHz,PCI-E 5.0,6144  CUDA cores,"1 x HDMI , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,650W,không hỗ trợ,337 x 140 x 61 mm,RGB,,,12.0,650.0,mid-high
vga_129,VGA,Card màn hình Msi RTX 5070 12G VANGUARD SOC LAUNCH EDITION 12GB GDDR7,22690000,https://phongvu.vn/vga-msi-rtx-5070-12g-vanguard-soc-launch-edition--s250301749,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5070 12G VANGUARD SOC LAUNCH EDITION,,GeForce RTX 5070,12GB  GDDR7 ( 28 Gbps / 192-bit ),Vanguard,Extreme Performance: 2655 MHz (MSI Center) Boost: 2640 MHz,PCI-E 5.0,6144  CUDA cores,"1 x HDMI , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,650W,không hỗ trợ,337 x 140 x 61 mm,,,,12.0,650.0,mid-high
vga_130,VGA,Card màn hình Msi RTX 5070 12G GAMING TRIO OC 12GB GDDR7,23290000,https://phongvu.vn/card-man-hinh-vga-msi-rtx-5070-12g-gaming-trio-oc--s250301750,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5070 12G GAMING TRIO OC,,GeForce RTX 5070,12GB  GDDR7 ( 6144 / 192-bit ),TRIO,Extreme Performance: 2625 MHz (MSI Center) Boost: 2610 MHz,PCI-E 5.0,6144  CUDA cores,"1 x HDMI , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,650W,không hỗ trợ,338 x 140 x 50 mm,RGB,,,12.0,650.0,mid-high
vga_131,VGA,Card màn hình Msi RTX 5070 12G VENTUS 3X OC 12GB GDDR7,22390000,https://phongvu.vn/vga-msi-geforce-rtx-5070-12g-ventus-3x-oc--s250301751,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5070 12G VENTUS 3X OC,,GeForce RTX 5070,12GB  GDDR7 ( 28 Gbps / 192-bit ),VENTUS,Extreme Performance: 2557 MHz (MSI Center) -  Boost: 2542 MHz,PCI-E 5.0,6144  CUDA cores,"1 x HDMI , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,650W,không hỗ trợ,302 x 121 x 49 mm,,,,12.0,650.0,mid-high
vga_132,VGA,Card màn hình GIGABYTE GeForce RTX 5070 WINDFORCE OC SFF 12G 12GB GDDR7 (GV-N5070WF3OC-12GD),23490000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-5070-windforce-oc-sff-12g--s250300811,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5070 WINDFORCE OC SFF 12G,GV-N5070WF3OC-12GD,GeForce RTX 5070,12GB  GDDR7 ( 28 Gbps / 192-bit ),WindForce,2542 MHz (Reference card : 2512 MHz),PCI-E 5.0,6144  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,750W,không hỗ trợ,282 x 110 x 50 mm,,,,12.0,750.0,mid-high
vga_133,VGA,Card màn hình Gigabyte Radeon RX 9070 XT GAMING OC 16G 16GB GDDR6 (GV-R9070XTGAMING OC-16GD),22990000,https://phongvu.vn/vga-gigabyte-radeon-rx-9070-xt-gaming-oc-16g--s250300457,Gigabyte,36 tháng,AMD,Radeon RX 9070 XT,Radeon RX 9070 XT GAMING OC 16G,GV-R9070XTGAMING OC-16GD,Radeon RX 9070 XT,16GB  GDDR6 ( 20Gbps / 256-bit ),WindForce,20 Gbps,PCI-E 5.0,4096  Stream Processors,"2 x HDMI 2.1b , 2 x DisplayPort 2.1a",Tản nhiệt 3 quạt,3 x 8-pin,850W,,288 x 132 x 56 mm,,,,16.0,850.0,budget
vga_134,VGA,Card màn hình GIGABYTE GeForce RTX 5070 MASTER 12G 12GB GDDR7 (GV-N5070AORUS M-12GD),24990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-aorus-geforce-rtx-5070-master-12g-gv-n5070aorus-m-12gd--s250300443,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5070 MASTER 12G,GV-N5070AORUS M-12GD,GeForce RTX 5070,12GB  GDDR7 ( 28Gbps / 192-bit ),WindForce,,PCI-E 5.0,6144  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,700W,,317 x 136 x 64 mm,,,,12.0,700.0,mid-high
vga_135,VGA,Card màn hình GIGABYTE GeForce RTX 5070 EAGLE OC SFF 12G 12GB GDDR7 (GV-N5070EAGLE OC-12GD),24490000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-5070-eagle-oc-sff-12g-gv-n5070eagle-oc-12gd--s250300444,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5070 EAGLE OC SFF 12G,GV-N5070EAGLE OC-12GD,GeForce RTX 5070,12GB  GDDR7 ( 28Gbps / 192-bit ),WindForce,,PCI-E 5.0,6144  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,700W,,290 x 120 x 50 mm,,,,12.0,700.0,mid-high
vga_136,VGA,Card màn hình GIGABYTE GeForce RTX 5070 AERO OC 12G 12GB GDDR7 (GV-N5070AERO OC-12GD),26990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtx-5070-aero-oc-12g-gv-n5070aero-oc-12gd--s250300445,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5070 AERO OC 12G,GV-N5070AERO OC-12GD,GeForce RTX 5070,12GB  GDDR7 ( 28Gbps / 192-bit ),WindForce,,PCI-E 5.0,6144  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,700W,,324 x 130 x 56 mm,,,,12.0,700.0,mid-high
